date,store_id,product_id,beginning_inventory,received_inventory,expiry_date,units_sold,units_expired,units_marked_down,markdown_price,markdown_date,current_stock
2023-08-07,S003,P002,7,39,2023-08-20,24,0,3,2.42,2023-08-07,22
2023-08-08,S003,P002,22,0,,21,0,0,,,1
2023-08-09,S003,P002,1,131,2023-08-20,41,0,0,,,91
2023-08-10,S003,P002,91,0,,23,0,1,2.42,2023-08-10,68
2023-08-11,S003,P002,68,113,2023-08-24,37,0,0,,,144
2023-08-12,S003,P002,144,0,,26,0,0,,,118
2023-08-14,S003,P002,118,0,,27,0,0,,,91
2023-08-15,S003,P002,91,0,,33,0,0,,,58
2023-08-16,S003,P002,58,131,2023-08-30,48,0,0,,,141
2023-08-17,S003,P002,141,0,,25,0,0,,,116
2023-08-18,S003,P002,116,0,,38,1,0,,,77
2023-08-19,S003,P002,77,0,,26,0,10,2.42,2023-08-19,51
2023-08-21,S003,P002,51,0,,14,0,0,,,37
2023-08-22,S003,P002,37,0,,37,0,0,,,0
2023-08-23,S003,P002,0,47,2023-09-05,17,0,0,,,30
2023-08-24,S003,P002,30,0,,28,0,6,2.42,2023-08-24,2
2023-08-25,S003,P002,2,88,2023-09-06,27,0,0,,,63
2023-08-26,S003,P002,63,0,,30,0,0,,,33
2023-08-28,S003,P002,33,84,2023-09-09,32,0,0,,,85
2023-08-29,S003,P002,85,0,,34,0,0,,,51
2023-08-30,S003,P002,51,69,2023-09-10,42,0,0,,,78
2023-08-31,S003,P002,78,0,,22,0,0,,,56
2023-09-01,S003,P002,56,141,2023-09-13,36,0,0,,,161
2023-09-02,S003,P002,161,0,,19,0,0,,,142
2023-09-04,S003,P002,142,0,,25,0,0,,,117
2023-09-05,S003,P002,117,0,,48,0,0,,,69
2023-09-06,S003,P002,69,0,,21,2,0,,,46
2023-09-07,S003,P002,46,0,,39,0,0,,,7
2023-09-08,S003,P002,7,14,2023-09-19,13,0,0,,,8
2023-09-09,S003,P002,8,0,,8,0,0,,,0
2023-09-11,S003,P002,0,140,2023-09-23,48,0,0,,,92
2023-09-12,S003,P002,92,0,,34,0,0,,,58
2023-09-13,S003,P002,58,0,,18,0,0,,,40
2023-09-14,S003,P002,40,0,,40,0,0,,,0
2023-09-15,S003,P002,0,193,2023-09-28,48,0,0,,,145
2023-09-16,S003,P002,145,0,,58,0,0,,,87
2023-09-18,S003,P002,87,0,,10,0,0,,,77
2023-09-19,S003,P002,77,0,,45,0,0,,,32
2023-09-20,S003,P002,32,69,2023-09-30,25,0,0,,,76
2023-09-21,S003,P002,76,0,,44,0,0,,,32
2023-09-22,S003,P002,32,86,2023-10-07,25,0,0,,,93
2023-09-23,S003,P002,93,0,,24,0,0,,,69
2023-09-25,S003,P002,69,164,2023-10-07,40,0,0,,,193
2023-09-26,S003,P002,193,0,,35,0,0,,,158
2023-09-27,S003,P002,158,0,,49,0,0,,,109
2023-09-28,S003,P002,109,0,,28,0,0,,,81
2023-09-29,S003,P002,81,0,,16,0,0,,,65
2023-09-30,S003,P002,65,0,,35,0,0,,,30
2023-10-02,S003,P002,30,111,2023-10-17,35,0,0,,,106
2023-10-03,S003,P002,106,0,,10,0,0,,,96
2023-10-04,S003,P002,96,0,,10,0,0,,,86
2023-10-05,S003,P002,86,0,,10,0,0,,,76
2023-10-06,S003,P002,76,0,,8,0,0,,,68
2023-10-07,S003,P002,68,0,,17,0,0,,,51
2023-10-09,S003,P002,51,58,2023-10-20,34,3,0,,,72
2023-10-10,S003,P002,72,0,,39,0,0,,,33
2023-10-11,S003,P002,33,75,2023-10-25,31,0,0,,,77
2023-10-12,S003,P002,77,0,,19,0,0,,,58
2023-10-13,S003,P002,58,0,,30,0,9,2.42,2023-10-13,28
2023-10-14,S003,P002,28,0,,26,0,0,,,2
2023-10-16,S003,P002,2,102,2023-10-28,48,0,0,,,56
2023-10-17,S003,P002,56,0,,32,0,0,,,24
2023-10-18,S003,P002,24,125,2023-10-28,41,0,0,,,108
2023-10-19,S003,P002,108,0,,6,0,0,,,102
2023-10-20,S003,P002,102,0,,41,0,0,,,61
2023-10-21,S003,P002,61,0,,46,3,0,,,12
2023-10-23,S003,P002,12,32,2023-11-04,19,0,0,,,25
2023-10-24,S003,P002,25,0,,25,0,0,,,0
2023-10-25,S003,P002,0,40,2023-11-07,9,0,0,,,31
2023-10-26,S003,P002,31,0,,31,0,0,,,0
2023-10-27,S003,P002,0,154,2023-11-08,41,0,3,2.42,2023-10-27,113
2023-10-28,S003,P002,113,0,,82,0,0,,,31
2023-10-30,S003,P002,31,81,2023-11-11,37,0,0,,,75
2023-10-31,S003,P002,75,0,,12,0,0,,,63
2023-11-01,S003,P002,63,0,,30,0,0,,,33
2023-11-02,S003,P002,33,0,,33,0,10,2.42,2023-11-02,0
2023-11-03,S003,P002,0,120,2023-11-16,37,0,0,,,83
2023-11-04,S003,P002,83,0,,53,0,0,,,30
2023-11-06,S003,P002,30,0,,14,0,0,,,16
2023-11-07,S003,P002,16,0,,4,0,0,,,12
2023-11-08,S003,P002,12,76,2023-11-21,46,0,0,,,42
2023-11-09,S003,P002,42,0,,40,0,0,,,2
2023-11-10,S003,P002,2,30,2023-11-20,12,0,0,,,20
2023-11-11,S003,P002,20,0,,20,0,0,,,0
2023-11-13,S003,P002,0,63,2023-11-27,47,0,0,,,16
2023-11-14,S003,P002,16,0,,16,0,0,,,0
2023-11-15,S003,P002,0,40,2023-11-27,17,0,0,,,23
2023-11-16,S003,P002,23,0,,23,0,10,2.42,2023-11-16,0
2023-11-17,S003,P002,0,133,2023-11-29,39,0,0,,,94
2023-11-18,S003,P002,94,0,,44,0,0,,,50
2023-11-20,S003,P002,50,65,2023-12-03,34,0,0,,,81
2023-11-21,S003,P002,81,0,,41,2,7,2.42,2023-11-21,38
2023-11-22,S003,P002,38,117,2023-12-05,41,0,0,,,114
2023-11-23,S003,P002,114,0,,47,0,0,,,67
2023-11-24,S003,P002,67,0,,21,4,0,,,42
2023-11-25,S003,P002,42,0,,42,0,0,,,0
2023-11-27,S003,P002,0,13,2023-12-09,10,0,0,,,3
2023-11-28,S003,P002,3,0,,3,0,0,,,0
2023-11-29,S003,P002,0,70,2023-12-10,50,0,0,,,20
2023-11-30,S003,P002,20,0,,20,0,0,,,0
2023-12-01,S003,P002,0,32,2023-12-12,12,0,0,,,20
2023-12-02,S003,P002,20,0,,20,0,0,,,0
2023-12-04,S003,P002,0,49,2023-12-16,19,0,0,,,30
2023-12-05,S003,P002,30,0,,22,0,0,,,8
2023-12-06,S003,P002,8,65,2023-12-19,34,0,0,,,39
2023-12-07,S003,P002,39,0,,39,0,0,,,0
2023-12-08,S003,P002,0,67,2023-12-19,25,0,0,,,42
2023-12-09,S003,P002,42,0,,27,0,0,,,15
2023-12-11,S003,P002,15,95,2023-12-21,30,0,0,,,80
2023-12-12,S003,P002,80,0,,25,0,0,,,55
2023-12-13,S003,P002,55,0,,3,0,0,,,52
2023-12-14,S003,P002,52,0,,31,0,0,,,21
2023-12-15,S003,P002,21,39,2023-12-29,18,0,0,,,42
2023-12-16,S003,P002,42,0,,32,0,3,2.42,2023-12-16,10
2023-12-18,S003,P002,10,158,2024-01-01,52,0,0,,,116
2023-12-19,S003,P002,116,0,,27,0,0,,,89
2023-12-20,S003,P002,89,0,,46,0,0,,,43
2023-12-21,S003,P002,43,0,,42,0,0,,,1
2023-12-22,S003,P002,1,28,2024-01-03,24,0,0,,,5
2023-12-23,S003,P002,5,0,,5,0,0,,,0
2023-12-25,S003,P002,0,3,2024-01-09,3,0,0,,,0
2023-12-26,S003,P002,0,0,,0,0,0,,,0
2023-12-27,S003,P002,0,95,2024-01-08,49,0,0,,,46
2023-12-28,S003,P002,46,0,,19,3,0,,,24
2023-12-29,S003,P002,24,235,2024-01-12,65,0,0,,,194
2023-12-30,S003,P002,194,0,,54,0,0,,,140
2023-01-02,S003,P012,0,101,2023-01-06,29,0,0,,,72
2023-01-03,S003,P012,72,0,,11,0,0,,,61
2023-01-04,S003,P012,61,71,2023-01-08,45,0,0,,,87
2023-01-05,S003,P012,87,0,,11,0,0,,,76
2023-01-06,S003,P012,76,0,,16,0,0,,,60
2023-01-07,S003,P012,60,0,,39,0,0,,,21
2023-01-09,S003,P012,21,0,,15,0,0,,,6
2023-01-10,S003,P012,6,0,,6,3,0,,,0
2023-01-11,S003,P012,0,76,2023-01-15,30,0,0,,,46
2023-01-12,S003,P012,46,0,,44,0,0,,,2
2023-01-13,S003,P012,2,79,2023-01-17,33,0,0,,,48
2023-01-14,S003,P012,48,0,,48,0,0,,,0
2023-01-16,S003,P012,0,18,2023-01-21,10,0,0,,,8
2023-01-17,S003,P012,8,0,,6,0,0,,,2
2023-01-18,S003,P012,2,123,2023-01-22,34,0,10,1.57,2023-01-18,91
2023-01-19,S003,P012,91,0,,42,0,0,,,49
2023-01-20,S003,P012,49,63,2023-01-24,26,0,0,,,86
2023-01-21,S003,P012,86,0,,47,0,0,,,39
2023-01-23,S003,P012,39,139,2023-01-27,40,0,0,,,138
2023-01-24,S003,P012,138,0,,42,0,0,,,96
2023-01-25,S003,P012,96,0,,9,0,0,,,87
2023-01-26,S003,P012,87,0,,30,0,0,,,57
2023-01-27,S003,P012,57,65,2023-01-31,36,2,0,,,84
2023-01-28,S003,P012,84,0,,41,0,0,,,43
2023-01-30,S003,P012,43,86,2023-02-03,37,0,10,1.57,2023-01-30,92
2023-01-31,S003,P012,92,0,,36,0,0,,,56
2023-02-01,S003,P012,56,166,2023-02-05,51,0,0,,,171
2023-02-02,S003,P012,171,0,,16,0,0,,,155
2023-02-03,S003,P012,155,0,,42,0,0,,,113
2023-02-04,S003,P012,113,0,,12,0,0,,,101
2023-02-06,S003,P012,101,0,,21,0,0,,,80
2023-02-07,S003,P012,80,0,,17,0,0,,,63
2023-02-08,S003,P012,63,0,,30,0,0,,,33
2023-02-09,S003,P012,33,0,,33,0,0,,,0
2023-02-10,S003,P012,0,79,2023-02-15,47,0,0,,,32
2023-02-11,S003,P012,32,0,,32,0,0,,,0
2023-02-13,S003,P012,0,133,2023-02-17,39,0,0,,,94
2023-02-14,S003,P012,94,0,,24,0,0,,,70
2023-02-15,S003,P012,70,0,,19,0,0,,,51
2023-02-16,S003,P012,51,0,,51,0,0,,,0
2023-02-17,S003,P012,0,55,2023-02-21,27,0,0,,,28
2023-02-18,S003,P012,28,0,,28,0,0,,,0
2023-02-20,S003,P012,0,23,2023-02-25,11,0,0,,,12
2023-02-21,S003,P012,12,0,,11,0,0,,,1
2023-02-22,S003,P012,1,22,2023-02-26,7,2,0,,,14
2023-02-23,S003,P012,14,0,,14,0,6,1.57,2023-02-23,0
2023-02-24,S003,P012,0,54,2023-03-01,14,5,0,,,35
2023-02-25,S003,P012,35,0,,33,5,6,1.57,2023-02-25,0
2023-02-27,S003,P012,0,76,2023-03-04,24,0,0,,,52
2023-02-28,S003,P012,52,0,,37,0,0,,,15
2023-03-01,S003,P012,15,54,2023-03-06,19,0,0,,,50
2023-03-02,S003,P012,50,0,,25,0,1,1.57,2023-03-02,25
2023-03-03,S003,P012,25,46,2023-03-08,26,0,0,,,45
2023-03-04,S003,P012,45,0,,45,0,0,,,0
2023-03-06,S003,P012,0,22,2023-03-10,10,0,0,,,12
2023-03-07,S003,P012,12,0,,5,0,1,1.57,2023-03-07,7
2023-03-08,S003,P012,7,112,2023-03-12,31,0,0,,,88
2023-03-09,S003,P012,88,0,,39,0,0,,,49
2023-03-10,S003,P012,49,159,2023-03-14,43,0,0,,,165
2023-03-11,S003,P012,165,0,,40,0,0,,,125
2023-03-13,S003,P012,125,0,,19,0,0,,,106
2023-03-14,S003,P012,106,0,,37,0,0,,,69
2023-03-15,S003,P012,69,0,,4,0,0,,,65
2023-03-16,S003,P012,65,0,,34,0,0,,,31
2023-03-17,S003,P012,31,55,2023-03-21,25,2,7,1.57,2023-03-17,59
2023-03-18,S003,P012,59,0,,20,0,0,,,39
2023-03-20,S003,P012,39,127,2023-03-24,36,0,0,,,130
2023-03-21,S003,P012,130,0,,9,5,0,,,116
2023-03-22,S003,P012,116,0,,22,0,0,,,94
2023-03-23,S003,P012,94,0,,38,0,0,,,56
2023-03-24,S003,P012,56,0,,10,0,0,,,46
2023-03-25,S003,P012,46,0,,27,0,3,1.57,2023-03-25,19
2023-03-27,S003,P012,19,26,2023-03-31,11,0,0,,,34
2023-03-28,S003,P012,34,0,,34,0,0,,,0
2023-03-29,S003,P012,0,26,2023-04-02,9,0,0,,,17
2023-03-30,S003,P012,17,0,,17,0,0,,,0
2023-03-31,S003,P012,0,23,2023-04-04,8,0,0,,,15
2023-04-01,S003,P012,15,0,,14,3,0,,,0
2023-04-03,S003,P012,0,23,2023-04-07,13,0,0,,,10
2023-04-04,S003,P012,10,0,,9,0,0,,,1
2023-04-05,S003,P012,1,26,2023-04-10,11,0,0,,,16
2023-04-06,S003,P012,16,0,,15,0,0,,,1
2023-04-07,S003,P012,1,4,2023-04-12,0,0,0,,,5
2023-04-08,S003,P012,5,0,,5,0,0,,,0
2023-04-10,S003,P012,0,2,2023-04-14,2,0,0,,,0
2023-04-11,S003,P012,0,0,,0,0,0,,,0
2023-04-12,S003,P012,0,21,2023-04-17,6,0,5,1.57,2023-04-12,15
2023-04-13,S003,P012,15,0,,15,0,0,,,0
2023-04-14,S003,P012,0,74,2023-04-19,24,0,0,,,50
2023-04-15,S003,P012,50,0,,18,0,0,,,32
2023-04-17,S003,P012,32,0,,13,0,0,,,19
2023-04-18,S003,P012,19,0,,19,0,0,,,0
2023-04-19,S003,P012,0,52,2023-04-24,17,0,0,,,35
2023-04-20,S003,P012,35,0,,35,0,5,1.57,2023-04-20,0
2023-04-21,S003,P012,0,39,2023-04-25,13,0,0,,,26
2023-04-22,S003,P012,26,0,,26,0,0,,,0
2023-04-24,S003,P012,0,102,2023-04-28,32,0,0,,,70
2023-04-25,S003,P012,70,0,,47,0,0,,,23
2023-04-26,S003,P012,23,89,2023-05-01,27,0,0,,,85
2023-04-27,S003,P012,85,0,,13,0,0,,,72
2023-04-28,S003,P012,72,102,2023-05-02,41,0,0,,,133
2023-04-29,S003,P012,133,0,,60,0,0,,,73
2023-05-01,S003,P012,73,0,,9,0,0,,,64
2023-05-02,S003,P012,64,0,,36,0,0,,,28
2023-05-03,S003,P012,28,77,2023-05-08,28,0,0,,,77
2023-05-04,S003,P012,77,0,,38,0,0,,,39
2023-05-05,S003,P012,39,0,,9,0,0,,,30
2023-05-06,S003,P012,30,0,,11,0,0,,,19
2023-05-08,S003,P012,19,169,2023-05-12,46,0,0,,,142
2023-05-09,S003,P012,142,0,,29,0,0,,,113
2023-05-10,S003,P012,113,0,,42,0,0,,,71
2023-05-11,S003,P012,71,0,,31,0,0,,,40
2023-05-12,S003,P012,40,55,2023-05-16,37,0,0,,,58
2023-05-13,S003,P012,58,0,,13,0,0,,,45
2023-05-15,S003,P012,45,0,,11,0,0,,,34
2023-05-16,S003,P012,34,0,,16,0,0,,,18
2023-05-17,S003,P012,18,47,2023-05-22,20,0,0,,,45
2023-05-18,S003,P012,45,0,,2,2,0,,,41
2023-05-19,S003,P012,41,0,,18,0,0,,,23
2023-05-20,S003,P012,23,0,,23,0,0,,,0
2023-05-22,S003,P012,0,30,2023-05-26,9,0,0,,,21
2023-05-23,S003,P012,21,0,,21,0,0,,,0
2023-05-24,S003,P012,0,130,2023-05-28,33,0,0,,,97
2023-05-25,S003,P012,97,0,,22,0,0,,,75
2023-05-26,S003,P012,75,0,,30,0,0,,,45
2023-05-27,S003,P012,45,0,,26,0,0,,,19
2023-05-29,S003,P012,19,0,,3,0,0,,,16
2023-05-30,S003,P012,16,0,,14,0,0,,,2
2023-05-31,S003,P012,2,57,2023-06-04,18,5,0,,,36
2023-06-01,S003,P012,36,0,,26,0,0,,,10
2023-06-02,S003,P012,10,55,2023-06-06,20,5,0,,,40
2023-06-03,S003,P012,40,0,,40,0,0,,,0
2023-06-05,S003,P012,0,69,2023-06-10,24,0,0,,,45
2023-06-06,S003,P012,45,0,,13,0,0,,,32
2023-06-07,S003,P012,32,139,2023-06-12,48,0,0,,,123
2023-06-08,S003,P012,123,0,,28,0,0,,,95
2023-06-09,S003,P012,95,0,,34,0,0,,,61
2023-06-10,S003,P012,61,0,,12,0,0,,,49
2023-06-12,S003,P012,49,0,,23,0,0,,,26
2023-06-13,S003,P012,26,0,,25,0,0,,,1
2023-06-14,S003,P012,1,87,2023-06-19,42,0,10,1.57,2023-06-14,46
2023-06-15,S003,P012,46,0,,32,0,0,,,14
2023-06-16,S003,P012,14,0,,4,0,0,,,10
2023-06-17,S003,P012,10,0,,10,0,0,,,0
2023-06-19,S003,P012,0,14,2023-06-24,6,0,0,,,8
2023-06-20,S003,P012,8,0,,6,0,0,,,2
2023-06-21,S003,P012,2,83,2023-06-26,31,0,0,,,54
2023-06-22,S003,P012,54,0,,34,0,8,1.57,2023-06-22,20
2023-06-23,S003,P012,20,0,,12,0,0,,,8
2023-06-24,S003,P012,8,0,,7,0,0,,,1
2023-06-26,S003,P012,1,28,2023-06-30,12,0,7,1.57,2023-06-26,17
2023-06-27,S003,P012,17,0,,12,0,0,,,5
2023-06-28,S003,P012,5,34,2023-07-02,10,0,0,,,29
2023-06-29,S003,P012,29,0,,7,0,0,,,22
2023-06-30,S003,P012,22,96,2023-07-04,34,0,0,,,84
2023-07-01,S003,P012,84,0,,40,0,0,,,44
2023-07-03,S003,P012,44,73,2023-07-07,34,0,10,1.57,2023-07-03,83
2023-07-04,S003,P012,83,0,,4,0,0,,,79
2023-07-05,S003,P012,79,0,,20,0,0,,,59
2023-07-06,S003,P012,59,0,,28,0,0,,,31
2023-07-07,S003,P012,31,0,,11,0,0,,,20
2023-07-08,S003,P012,20,0,,18,0,0,,,2
2023-07-10,S003,P012,2,37,2023-07-15,15,0,0,,,24
2023-07-11,S003,P012,24,0,,16,0,0,,,8
2023-07-12,S003,P012,8,59,2023-07-16,30,0,0,,,37
2023-07-13,S003,P012,37,0,,10,0,0,,,27
2023-07-14,S003,P012,27,62,2023-07-19,34,0,0,,,55
2023-07-15,S003,P012,55,0,,50,0,0,,,5
2023-07-17,S003,P012,5,33,2023-07-21,14,0,0,,,24
2023-07-18,S003,P012,24,0,,22,0,0,,,2
2023-07-19,S003,P012,2,77,2023-07-23,42,0,0,,,37
2023-07-20,S003,P012,37,0,,30,0,0,,,7
2023-07-21,S003,P012,7,22,2023-07-26,12,4,0,,,13
2023-07-22,S003,P012,13,0,,13,0,4,1.57,2023-07-22,0
2023-07-24,S003,P012,0,95,2023-07-28,38,0,0,,,57
2023-07-25,S003,P012,57,0,,39,0,0,,,18
2023-07-26,S003,P012,18,69,2023-07-31,49,0,0,,,38
2023-07-27,S003,P012,38,0,,13,0,0,,,25
2023-07-28,S003,P012,25,65,2023-08-01,27,0,0,,,63
2023-07-29,S003,P012,63,0,,22,0,0,,,41
2023-07-31,S003,P012,41,0,,13,0,0,,,28
2023-08-01,S003,P012,28,0,,12,0,0,,,16
2023-08-02,S003,P012,16,112,2023-08-07,28,0,0,,,100
2023-08-03,S003,P012,100,0,,19,0,0,,,81
2023-08-04,S003,P012,81,0,,30,0,0,,,51
2023-08-05,S003,P012,51,0,,28,0,0,,,23
2023-08-07,S003,P012,23,0,,10,0,0,,,13
2023-08-08,S003,P012,13,0,,13,0,0,,,0
2023-08-09,S003,P012,0,34,2023-08-13,18,0,0,,,16
2023-08-10,S003,P012,16,0,,16,0,0,,,0
2023-08-11,S003,P012,0,131,2023-08-16,36,0,1,1.57,2023-08-11,95
2023-08-12,S003,P012,95,0,,32,0,10,1.57,2023-08-12,63
2023-08-14,S003,P012,63,112,2023-08-19,34,0,0,,,141
2023-08-15,S003,P012,141,0,,35,0,0,,,106
2023-08-16,S003,P012,106,0,,21,0,5,1.57,2023-08-16,85
2023-08-17,S003,P012,85,0,,10,0,4,1.57,2023-08-17,75
2023-08-18,S003,P012,75,76,2023-08-22,49,0,0,,,102
2023-08-19,S003,P012,102,0,,63,0,2,1.57,2023-08-19,39
2023-08-21,S003,P012,39,142,2023-08-25,48,0,0,,,133
2023-08-22,S003,P012,133,0,,46,0,0,,,87
2023-08-23,S003,P012,87,0,,30,0,0,,,57
2023-08-24,S003,P012,57,0,,25,0,0,,,32
2023-08-25,S003,P012,32,57,2023-08-30,34,0,0,,,55
2023-08-26,S003,P012,55,0,,12,0,9,1.57,2023-08-26,43
2023-08-28,S003,P012,43,56,2023-09-01,23,0,4,1.57,2023-08-28,76
2023-08-29,S003,P012,76,0,,15,0,0,,,61
2023-08-30,S003,P012,61,119,2023-09-04,37,0,0,,,143
2023-08-31,S003,P012,143,0,,30,1,0,,,112
2023-09-01,S003,P012,112,0,,21,3,0,,,88
2023-09-02,S003,P012,88,0,,29,0,3,1.57,2023-09-02,59
2023-09-04,S003,P012,59,0,,5,0,0,,,54
2023-09-05,S003,P012,54,0,,45,0,0,,,9
2023-09-06,S003,P012,9,67,2023-09-11,46,0,0,,,30
2023-09-07,S003,P012,30,0,,29,0,0,,,1
2023-09-08,S003,P012,1,119,2023-09-12,35,0,0,,,85
2023-09-09,S003,P012,85,0,,21,0,0,,,64
2023-09-11,S003,P012,64,0,,18,0,0,,,46
2023-09-12,S003,P012,46,0,,28,0,0,,,18
2023-09-13,S003,P012,18,17,2023-09-17,15,0,0,,,20
2023-09-14,S003,P012,20,0,,13,0,0,,,7
2023-09-15,S003,P012,7,66,2023-09-19,28,0,7,1.57,2023-09-15,45
2023-09-16,S003,P012,45,0,,45,0,0,,,0
2023-09-18,S003,P012,0,97,2023-09-22,49,0,0,,,48
2023-09-19,S003,P012,48,0,,34,0,0,,,14
2023-09-20,S003,P012,14,73,2023-09-25,30,0,0,,,57
2023-09-21,S003,P012,57,0,,44,0,0,,,13
2023-09-22,S003,P012,13,37,2023-09-26,23,0,0,,,27
2023-09-23,S003,P012,27,0,,24,0,0,,,3
2023-09-25,S003,P012,3,147,2023-09-29,47,0,0,,,103
2023-09-26,S003,P012,103,0,,22,0,0,,,81
2023-09-27,S003,P012,81,0,,28,0,0,,,53
2023-09-28,S003,P012,53,0,,43,0,0,,,10
2023-09-29,S003,P012,10,85,2023-10-04,24,0,0,,,71
2023-09-30,S003,P012,71,0,,42,0,0,,,29
2023-10-02,S003,P012,29,81,2023-10-07,28,0,0,,,82
2023-10-03,S003,P012,82,0,,9,0,0,,,73
2023-10-04,S003,P012,73,0,,16,0,0,,,57
2023-10-05,S003,P012,57,0,,20,0,4,1.57,2023-10-05,37
2023-10-06,S003,P012,37,0,,16,0,0,,,21
2023-10-07,S003,P012,21,0,,20,0,0,,,1
2023-10-09,S003,P012,1,85,2023-10-14,42,4,0,,,40
2023-10-10,S003,P012,40,0,,24,0,0,,,16
2023-10-11,S003,P012,16,164,2023-10-15,41,0,0,,,139
2023-10-12,S003,P012,139,0,,8,0,0,,,131
2023-10-13,S003,P012,131,0,,10,0,0,,,121
2023-10-14,S003,P012,121,0,,52,0,0,,,69
2023-10-16,S003,P012,69,0,,21,0,0,,,48
2023-10-17,S003,P012,48,0,,27,0,0,,,21
2023-10-18,S003,P012,21,161,2023-10-23,44,0,2,1.57,2023-10-18,138
2023-10-19,S003,P012,138,0,,23,0,0,,,115
2023-10-20,S003,P012,115,0,,5,0,0,,,110
2023-10-21,S003,P012,110,0,,10,0,0,,,100
2023-10-23,S003,P012,100,0,,10,0,0,,,90
2023-10-24,S003,P012,90,0,,23,0,0,,,67
2023-10-25,S003,P012,67,0,,31,0,0,,,36
2023-10-26,S003,P012,36,0,,36,0,0,,,0
2023-10-27,S003,P012,0,107,2023-10-31,28,0,0,,,79
2023-10-28,S003,P012,79,0,,29,0,0,,,50
2023-10-30,S003,P012,50,101,2023-11-03,31,0,0,,,120
2023-10-31,S003,P012,120,0,,23,0,0,,,97
2023-11-01,S003,P012,97,0,,39,0,0,,,58
2023-11-02,S003,P012,58,0,,19,0,9,1.57,2023-11-02,39
2023-11-03,S003,P012,39,136,2023-11-07,40,0,0,,,135
2023-11-04,S003,P012,135,0,,21,0,0,,,114
2023-11-06,S003,P012,114,0,,30,0,0,,,84
2023-11-07,S003,P012,84,0,,25,0,0,,,59
2023-11-08,S003,P012,59,0,,24,0,0,,,35
2023-11-09,S003,P012,35,0,,34,4,0,,,0
2023-11-10,S003,P012,0,145,2023-11-15,36,0,0,,,109
2023-11-11,S003,P012,109,0,,18,0,0,,,91
2023-11-13,S003,P012,91,0,,26,0,9,1.57,2023-11-13,65
2023-11-14,S003,P012,65,0,,41,0,0,,,24
2023-11-15,S003,P012,24,65,2023-11-20,40,0,0,,,49
2023-11-16,S003,P012,49,0,,47,0,0,,,2
2023-11-17,S003,P012,2,164,2023-11-22,45,0,0,,,121
2023-11-18,S003,P012,121,0,,47,0,0,,,74
2023-11-20,S003,P012,74,0,,14,0,0,,,60
2023-11-21,S003,P012,60,0,,27,0,0,,,33
2023-11-22,S003,P012,33,119,2023-11-27,30,0,0,,,122
2023-11-23,S003,P012,122,0,,16,0,0,,,106
2023-11-24,S003,P012,106,0,,36,0,0,,,70
2023-11-25,S003,P012,70,0,,38,0,0,,,32
2023-11-27,S003,P012,32,0,,15,0,0,,,17
2023-11-28,S003,P012,17,0,,17,0,0,,,0
2023-11-29,S003,P012,0,43,2023-12-04,17,0,0,,,26
2023-11-30,S003,P012,26,0,,25,0,0,,,1
2023-12-01,S003,P012,1,83,2023-12-05,47,0,0,,,37
2023-12-02,S003,P012,37,0,,12,0,0,,,25
2023-12-04,S003,P012,25,63,2023-12-08,28,0,0,,,60
2023-12-05,S003,P012,60,0,,24,0,0,,,36
2023-12-06,S003,P012,36,0,,11,0,0,,,25
2023-12-07,S003,P012,25,0,,4,0,0,,,21
2023-12-08,S003,P012,21,29,2023-12-12,15,0,8,1.57,2023-12-08,35
2023-12-09,S003,P012,35,0,,35,0,0,,,0
2023-12-11,S003,P012,0,14,2023-12-15,7,0,0,,,7
2023-12-12,S003,P012,7,0,,5,0,0,,,2
2023-12-13,S003,P012,2,42,2023-12-18,30,0,0,,,14
2023-12-14,S003,P012,14,0,,12,0,0,,,2
2023-12-15,S003,P012,2,148,2023-12-20,47,0,0,,,103
2023-12-16,S003,P012,103,0,,19,0,8,1.57,2023-12-16,84
2023-12-18,S003,P012,84,0,,21,0,0,,,63
2023-12-19,S003,P012,63,0,,55,0,0,,,8
2023-12-20,S003,P012,8,40,2023-12-24,14,0,0,,,34
2023-12-21,S003,P012,34,0,,34,0,0,,,0
2023-12-22,S003,P012,0,228,2023-12-26,62,0,0,,,166
2023-12-23,S003,P012,166,0,,65,0,0,,,101
2023-12-25,S003,P012,101,0,,4,0,0,,,97
2023-12-26,S003,P012,97,0,,11,0,0,,,86
2023-12-27,S003,P012,86,0,,24,0,0,,,62
2023-12-28,S003,P012,62,0,,54,0,0,,,8
2023-12-29,S003,P012,8,37,2024-01-03,8,0,0,,,37
2023-12-30,S003,P012,37,0,,37,0,0,,,0
2023-01-02,S003,P030,0,38,2023-01-06,15,0,0,,,23
2023-01-03,S003,P030,23,0,,8,0,0,,,15
2023-01-04,S003,P030,15,0,,10,0,0,,,5
2023-01-05,S003,P030,5,0,,5,0,0,,,0
2023-01-06,S003,P030,0,116,2023-01-10,38,0,0,,,78
2023-01-07,S003,P030,78,0,,29,0,0,,,49
2023-01-09,S003,P030,49,0,,18,2,0,,,29
2023-01-10,S003,P030,29,0,,23,0,0,,,6
2023-01-11,S003,P030,6,54,2023-01-15,36,0,0,,,24
2023-01-12,S003,P030,24,0,,18,0,0,,,6
2023-01-13,S003,P030,6,156,2023-01-17,44,0,0,,,118
2023-01-14,S003,P030,118,0,,17,5,0,,,96
2023-01-16,S003,P030,96,0,,11,0,0,,,85
